Im Filialzielbestand bis spätestens;Quelle;Product Type;Product Mandator Country Id;Product Id; Einkaufspreis (teilweise Lagerwert) ;Stück pro Filiale;Bemerkungen;Einkaufswert;;Verfügbarkeit;Anpassung der Anzahl;;;Legende:
;;Tablet;"iPad Air 13 2024 (M2) (nur WLAN; 13""; 128 GB; Space Grey)";45556578; CHF 682.47 ;1;; CHF 682.47 ;AJ;;;;;
;;Tablet;"iPad Air 11 2024 (M2) (11""; 256 GB; Blue)";45556551; CHF 600.74 ;1;; CHF 600.74 ;AJ;;;;;
;;Tablet;"iPad Air 11 2024 (M2) (11""; 256 GB; Purple) ";45556553; CHF 600.74 ;1;; CHF 600.74 ;AJ;;;;;
;;Tablet;"iPad Air 13 2024 (M2) (nur WLAN; 13""; 256 GB; Blue)";45556583; CHF 766.10 ;1;; CHF 766.10 ;AJ;;;;;
;;Tablet;"Galaxy Tab A9+ (11""; 64 GB; Graphite)";40187443; CHF 139.03 ;1;; CHF 139.03 ;AJ;;;;;
;;Tablet;"Galaxy Tab S9 FE (nur WLAN; 10.90""; 128 GB; Gray)";37856540; CHF 299.27 ;1;; CHF 299.27 ;AJ;;;;;
;;Tablet;"Galaxy Tab A9+ (5G; 11""; 128 GB; Graphite)";40187438; CHF 217.57 ;1;; CHF 217.57 ;AJ;;;;;
;;Tablet;"Galaxy Tab A9 (8.70""; 64 GB; Graphite)";40187579; CHF 101.37 ;1;; CHF 101.37 ;AJ;;;;;
;;Tablet Hülle;Smart Folio (iPad Pro 11 2024 (M4));45560252;;2;;;AJ;;;;;
;;Tablet Hülle;Smart Folio (iPad Pro 13 2024 (M4)) ;45560261;;2;;;AJ;;;;;
;;Tablet Hülle;Smart Folio (iPad Air 11 2024 (M2));45560246;;2;;;AJ;;;;;
;;Tablet Hülle;Smart Folio (iPad Air 13 2024 (M2));45560260;;2;;;AJ;;;;;
24.05.2024;;Tablet Tastatur;"Combo Touch (CH; iPad 2022 (10. Gen))";23092615; CHF 106.20 ;1;; CHF 106.20 ;AJ;;;;;
24.05.2024;;Tablet Tastatur;"Smart Keyboard Folio (CH; iPad Air 2022 (5. Gen); iPad Pro 11 2022 (4. Gen); iPad Pro 11 2018 (1. Gen); iPad Pro 11 2020 (2. Gen); iPad Air 2020 (4. Gen); iPad Pro 11 2021 (3. Gen))";12943476; CHF 164.81 ;1;; CHF 164.81 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tastatur;MK295 Silent;13695332; CHF 22.62 ;1;; CHF 22.62 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tastatur;MK850 Performance;6087976; CHF 85.75 ;2;; CHF 171.50 ;AJ;;;;;
24.05.2024;;Tastatur;"G915 Lightspeed GL Tactile (CH; Kabellos)";11583592; CHF 161.60 ;1;; CHF 161.60 ;AJ;;;;;
24.05.2024;;Tastatur;"MK540 Advanced (CH; Kabellos)";7610347; CHF 38.04 ;2;; CHF 76.08 ;AJ;;;;;
24.05.2024;;Tastatur;"G213 Prodigy (CH; Kabelgebunden)";5891377; CHF 51.32 ;1;; CHF 51.32 ;AJ;;;;;
;;Tastatur;"MK235 (CH; Kabellos) ";5697528; CHF 22.48 ;1;; CHF 22.48 ;AJ;;;;;
;;Tastatur;"235 (CH; Kabellos)";14790821; CHF 19.70 ;1;; CHF 19.70 ;AJ;;;;;
;;Tastatur;"MX Keys Combo for Business Gen 2 (CH; Kabellos)";22514044; CHF 137.11 ;1;; CHF 137.11 ;AJ;;;;;
;;Tastatur;"Ergo K860 (CH; Kabellos)";13876021; CHF 71.99 ;1;; CHF 71.99 ;AJ;;;;;
;;Tastatur;"MK270 Combo (CH; Kabellos)";726795; CHF 25.33 ;1;; CHF 25.33 ;AJ;;;;;
;;Tastatur;"MX Keys S (CH; Kabellos)";35791644; CHF 66.40 ;1;; CHF 66.40 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;CLI-581/PGI-580;8364831; CHF 37.36 ;1;; CHF 37.36 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;CLI-581/PGI-580;6515775; CHF 15.96 ;1;; CHF 15.96 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;CLI-581/PGI-580;6896429; CHF 57.05 ;1;; CHF 57.05 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;305;13416802; CHF 13.25 ;1;; CHF 13.25 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;Combopack 303;9527064; CHF 26.23 ;1;; CHF 26.23 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;305;13416801; CHF 15.54 ;1;; CHF 15.54 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;62;5771378; CHF 32.41 ;1;; CHF 32.41 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;912XL;11051881; CHF 25.01 ;1;; CHF 25.01 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;305;13416739; CHF 8.29 ;1;; CHF 8.29 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;302;5635989; CHF 24.95 ;1;; CHF 24.95 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;304 Combopack;9527066; CHF 17.84 ;1;; CHF 17.84 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;302;5635984; CHF 11.85 ;1;; CHF 11.85 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;302;6043108; CHF 24.78 ;1;; CHF 24.78 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;973X;5697891; CHF 85.18 ;1;; CHF 85.18 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;LC-223;4676228; CHF 41.64 ;1;; CHF 41.64 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;305;13416786; CHF 8.30 ;1;; CHF 8.30 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;963XL;11051872; CHF 32.13 ;1;; CHF 32.13 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;PG-545/CL-546;5828744; CHF 23.75 ;1;; CHF 23.75 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;"PGI-570; CLI-571";5599698; CHF 42.67 ;1;; CHF 42.67 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tinte;304;5837319; CHF 19.23 ;1;; CHF 19.23 ;AJ;;;;;
24.05.2024;Top Galaxus;Tinte;"953XL (BK; Tinte)";5756933; CHF 34.56 ;1;; CHF 34.56 ;AJ;;;;;
24.05.2024;Top Galaxus;Tinte;"903 (BK; Tinte)";5838645; CHF 29.00 ;1;; CHF 29.00 ;AJ;;;;;
24.05.2024;Top Galaxus;Tinte;"953XL (C; Tinte)";5771422; CHF 25.03 ;1;; CHF 25.03 ;AJ;;;;;
24.05.2024;;Tinte;PGI-570 (BK);5599325; CHF 12.50 ;1;; CHF 12.50 ;AJ;;;;;
24.05.2024;;Tinte;"953 Combopack (M; C; Y; BK)";13792781; CHF 71.18 ;1;; CHF 71.18 ;AJ;;;;;
24.05.2024;;Tinte;"102 EcoTank 4-colour Multipack (M; Y; BK; C)";14053901; CHF 25.22 ;1;; CHF 25.22 ;AJ;;;;;
24.05.2024;;Tinte;"301 (M; C; Y; BK)";5696440; CHF 28.31 ;1;; CHF 28.31 ;AJ;;;;;
24.05.2024;;Tinte;953XL (M);5771423; CHF 25.40 ;1;; CHF 25.40 ;AJ;;;;;
24.05.2024;;Tinte;62XL (BK);3481908; CHF 30.24 ;1;; CHF 30.24 ;AJ;;;;;
24.05.2024;;Tinte;"62XL (M; C; Y)";5771378; CHF 33.44 ;1;; CHF 33.44 ;AJ;;;;;
24.05.2024;;Tinte;"603 Multipack (M; C; Y; BK)";11758055; CHF 24.40 ;1;; CHF 24.40 ;AJ;;;;;
24.05.2024;;Tinte;33XL Claria Premium (BK);5618619; CHF 16.83 ;1;; CHF 16.83 ;AJ;;;;;
24.05.2024;;Tinte;"T104 T00P6 (M; Y; C; BK)";14049299; CHF 23.92 ;1;; CHF 23.92 ;AJ;;;;;
24.05.2024;;Tinte;"LC-3211 Value Pack (M; BK; Y; C)";8933663; CHF 22.75 ;1;; CHF 22.75 ;AJ;;;;;
;;Tinte;32XL (BK);11806002;;1;;;AJ;;;;;
;;Tinte;31 (Y);11806001;;1;;;AJ;;;;;
;;Tinte;31 (M);11806000;;1;;;AJ;;;;;
;;Tinte;31 (C);11805999;;1;;;AJ;;;;;
;;Tinte;102 Ecotank (BK);6815163;;1;;;;;;;;
24.05.2024;Top 1000 Artikel;Toner;TN-243;9240749; CHF 129.47 ;1;; CHF 129.47 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Toner;TN-2420;7022866; CHF 56.25 ;1;; CHF 56.25 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Toner;415X;11534804; CHF 129.40 ;1;; CHF 129.40 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Toner;TN-243;9240756; CHF 36.00 ;1;; CHF 36.00 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Toner;415X;11534898; CHF 179.03 ;1;; CHF 179.03 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Toner;203A;6611174; CHF 49.62 ;1;; CHF 49.62 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Toner;415A;11534883; CHF 83.90 ;1;; CHF 83.90 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Toner;203X;6611392; CHF 75.75 ;1;; CHF 75.75 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Toner;201X (BK);4670162; CHF 72.39 ;1;; CHF 72.39 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Toner;415X;11536166; CHF 177.99 ;1;; CHF 177.99 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Toner;TN-1050;711723; CHF 28.42 ;1;; CHF 28.42 ;AJ;;;;;
24.05.2024;;Toner;59A (BK);11445216; CHF 77.90 ;1;; CHF 77.90 ;AJ;;;;;
24.05.2024;Top Galaxus;Toner;TN-241 (BK);416842; CHF 46.38 ;1;; CHF 46.38 ;AJ;;;;;
24.05.2024;Top Galaxus;Toner;TN-241 (Y);416845; CHF 47.78 ;1;; CHF 47.78 ;AJ;;;;;
24.05.2024;Top Galaxus;Toner;TN-241 (C);416843; CHF 47.80 ;1;; CHF 47.80 ;AJ;;;;;
24.05.2024;Top Galaxus;Toner;TN-241 (M);416844; CHF 47.78 ;1;; CHF 47.78 ;AJ;;;;;
24.05.2024;;Toner;415A (M);11534970; CHF 82.54 ;1;; CHF 82.54 ;AJ;;;;;
24.05.2024;;Toner;415X (C);11534803; CHF 175.62 ;1;; CHF 175.62 ;AJ;;;;;
24.05.2024;;Toner;410A (BK);5622533; CHF 68.85 ;1;; CHF 68.85 ;AJ;;;;;
24.05.2024;;Toner;207X (BK);12512040; CHF 70.31 ;1;; CHF 70.31 ;AJ;;;;;
24.05.2024;;Toner;207X (Y);12512042; CHF 73.89 ;1;; CHF 73.89 ;AJ;;;;;
24.05.2024;;Toner;207X (C);12512041; CHF 73.97 ;1;; CHF 73.97 ;AJ;;;;;
24.05.2024;;Toner;207X (M);12512043; CHF 74.20 ;1;; CHF 74.20 ;AJ;;;;;
24.05.2024;;Toner;207A (BK);12511480; CHF 45.80 ;1;; CHF 45.80 ;AJ;;;;;
24.05.2024;;Toner;207A (C);12511481; CHF 54.38 ;1;; CHF 54.38 ;AJ;;;;;
24.05.2024;;Toner;207A (Y);12511482; CHF 54.84 ;1;; CHF 54.84 ;AJ;;;;;
24.05.2024;;Toner;207A (M);12511483; CHF 54.59 ;1;; CHF 54.59 ;AJ;;;;;
24.05.2024;;Toner;117A (BK);11569910; CHF 32.28 ;1;; CHF 32.28 ;AJ;;;;;
24.05.2024;;Toner;117A (C);11569911; CHF 35.53 ;1;; CHF 35.53 ;AJ;;;;;
24.05.2024;;Toner;117A (Y);11569938; CHF 35.42 ;1;; CHF 35.42 ;AJ;;;;;
24.05.2024;;Toner;117A (M);11569912; CHF 35.76 ;1;; CHF 35.76 ;AJ;;;;;
24.05.2024;;Toner;TN-423BK (BK);6201444; CHF 77.76 ;1;; CHF 77.76 ;AJ;;;;;
24.05.2024;;Toner;TN-423C (C);6201445; CHF 106.15 ;1;; CHF 106.15 ;AJ;;;;;
24.05.2024;;Toner;TN-423Y (Y);6201447; CHF 106.20 ;1;; CHF 106.20 ;AJ;;;;;
24.05.2024;;Toner;TN-423M (M);6201446; CHF 106.51 ;1;; CHF 106.51 ;AJ;;;;;
24.05.2024;;Toner;TN-247BK (BK);9240750; CHF 60.93 ;1;; CHF 60.93 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Tracker;AirTag (4 Pack);15711578; CHF 80.90 ;1;; CHF 80.90 ;AJ;;;;;
24.05.2024;;Tracker;AirTag (1 Pack);15711579; CHF 23.58 ;2;; CHF 47.16 ;AJ;;;;;
24.05.2024;;Tracker;Secure Holder für Apple AirTag;15813096; CHF 5.51 ;1;; CHF 5.51 ;AJ;;;;;
24.05.2024;;Trimmer+Haarschneider;ER-DGP86;22462491; CHF 138.03 ;1;; CHF 138.03 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;USB Kabel;EP-DW700CBE USB C;12398997; CHF 2.47 ;1;; CHF 2.47 ;AJ;;;;;
24.12.2024;;USB Kabel;"digitec USB-A - Lightning (1 m; USB 2.0)";24841521;CHF 13.90;3;; CHF 41.70 ;AJ;;;;;
24.12.2024;;USB Kabel;"digitec USB-A - Lightning (2 m; USB 2.0)";24841523;CHF 17.90;3;; CHF 53.70 ;AJ;;;;;
24.12.2024;;USB Kabel;"digitec USB-C - Lightning (2 m; USB 2.0)";24841524;CHF 19.90;3;; CHF 59.70 ;AJ;;;;;
24.12.2024;;USB Kabel;"digitec USB-A - USB-C (2 m; USB 3.1; USB 3.0; USB 2.0; USB 3.2 Gen 1)";24841560;CHF 13.90;3;; CHF 41.70 ;AJ;;;;;
24.12.2024;;USB Kabel;"digitec USB-A - USB-C (1 m; USB 2.0; USB 3.2 Gen 1; USB 3.1; USB 3.0)";24841515;CHF 10.90;3;; CHF 32.70 ;AJ;;;;;
24.12.2024;;USB Kabel;"digitec USB-C - Lightning (1 m; USB 2.0)";24841522;CHF 16.90;3;; CHF 50.70 ;AJ;;;;;
24.12.2024;;USB Kabel;"digitec USB-C - USB-C (1 m; USB 3.1; USB 3.0; USB 3.2 Gen 1; USB 2.0)";24841517;CHF 9.90;3;; CHF 29.70 ;AJ;;;;;
24.12.2024;;USB Kabel;"digitec USB-C - USB-C (3 m; USB 3.1; USB 3.0; USB 2.0; USB 3.2 Gen 1)";24841563;CHF 19.90;3;; CHF 59.70 ;AJ;;;;;
24.12.2024;;USB Kabel;"digitec USB-C - USB-C (0.25 m; USB 3.1; USB 3.0; USB 2.0)";24841516;CHF 8.90;3;; CHF 26.70 ;AJ;;;;;
24.12.2024;;USB Kabel;"digitec USB-C - USB-C (3 m; USB 2.0; USB 3.2 Gen 2x2; USB 3.2 Gen 1)";24841525;CHF 21.90;3;; CHF 65.70 ;AJ;;;;;
24.12.2024;;USB Kabel;"digitec USB-C - USB-C (0.25 m; USB 3.2 Gen 2x2; USB 3.2 Gen 1)";24841519;CHF 14.90;3;; CHF 44.70 ;AJ;;;;;
24.12.2024;;USB Kabel;"digitec USB4 (0.80 m; USB 4.0; USB 3.2 Gen 2x2)";24841518;CHF 24.90;3;; CHF 74.70 ;AJ;;;;;
24.05.2024;;USB Ladegerät;USB-C Power Adapter (20 W);14005650; CHF 16.10 ;5;; CHF 80.50 ;AJ;;;;;
24.05.2024;;USB Ladegerät;"Schnellladegerät EP-TA800XB (25 W; Fast Charge)";11499332; CHF 11.92 ;3;; CHF 35.76 ;AJ;;;;;
24.05.2024;;USB Ladegerät;"Schnellladegerät TA800N (ohne Kabel) (25 W; Fast Charge)";14559643; CHF 8.12 ;3;; CHF 24.36 ;AJ;;;;;
24.05.2024;;USB Ladegerät;"Schnellladegerät TA800N (ohne Kabel) (25 W; Fast Charge)";14559644; CHF 7.75 ;3;; CHF 23.25 ;AJ;;;;;
24.05.2024;;USB Ladegerät;"Trio 65W PD Power Adapter Trio (65 W; Power Delivery 3.0; Fast Charge)";17541832; CHF 25.83 ;2;; CHF 51.66 ;AJ;;;;;
24.05.2024;;USB Ladegerät;"EP-T4510 (45 W; Power Delivery 3.0; Fast Charge)";18247188; CHF 19.06 ;3;; CHF 57.18 ;AJ;;;Lieferung kommt demnächst;;
24.05.2024;;USB Ladegerät;"USB-C Netzteil (30 W; Power Delivery)";17574331; CHF 16.55 ;1;; CHF 16.55 ;AJ;;;;;
24.05.2024;;USB Ladegerät;"Omnia PA-B6S + USB C Kabel (90 W; Adaptive Fast Charge; Quick Charge 4.0; Power Delivery 3.0; GaN Technology)";15674921; CHF 39.00 ;1;; CHF 39.00 ;AJ;;;;;
;;USB Ladegerät;"GaN 4-Port Desktop Charger (120 W; GaN Technology)";24556925; CHF 22.84 ;2;; CHF 45.68 ;AJ;;;;;
24.12.2024;;USB Ladegerät;"digitec Fast Charger (20 W; Quick Charge 2.0)";23378928;CHF 12.90;3;; CHF 38.70 ;AJ;;;;;
24.12.2024;;USB Ladegerät;"digitec Fast Charger (20 W; Quick Charge 2.0)";23378929;CHF 12.90;3;; CHF 38.70 ;AJ;;;;;
24.12.2024;;USB Ladegerät;"digitec Fast Charger (30 W; Power Delivery 2.0; Power Delivery 3.0)";23378931;CHF 16.90;5;; CHF 84.50 ;AJ;;;;;
24.12.2024;;USB Ladegerät;"digitec Fast Charger (30 W; Power Delivery 2.0; Power Delivery 3.0)";23378930;CHF 16.90;5;; CHF 84.50 ;AJ;;;;;
24.12.2024;;USB Ladegerät;"digitec GaN 4-Port Fast Charger (240 W; GaN Technology)";24556946;CHF 119.00;3;; CHF 357.00 ;AJ;;;;;
24.12.2024;;USB Ladegerät;"digitec GaN 4-Port Fast Charger (130 W; Quick Charge 3.0)";24556945;CHF 79.00;3;; CHF 237.00 ;AJ;;;;;
24.12.2024;;USB Ladegerät;"digitec GaN 3-Port Fast Charger (65 W; Power Delivery 2.0)";24556944;CHF 39.00;3;; CHF 117.00 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;USB Stick;Ultra Flair;5751582; CHF 4.25 ;2;; CHF 8.51 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;USB Stick;Ultra Flair;5680475; CHF 7.13 ;2;; CHF 14.25 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;USB Stick;Ultra Dual Drive Luxe;12927521; CHF 15.91 ;1;; CHF 15.91 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;USB Stick;Ultra Flair;5751581; CHF 3.94 ;1;; CHF 3.94 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;USB Stick;FlashPen Rotate;398966; CHF 2.29 ;1;; CHF 2.29 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;USB Stick;Ultra Dual Drive Luxe;12933198; CHF 27.37 ;1;; CHF 27.37 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;USB Stick;Ultra Dual Drive Luxe;13084883; CHF 7.70 ;1;; CHF 7.70 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;USB Stick;DataTraveler Exodia;13944457; CHF 4.06 ;1;; CHF 4.06 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;USB Stick;Ultra Dual Drive Luxe;13033841; CHF 42.44 ;1;; CHF 42.44 ;AJ;;;;;
24.05.2024;;USB Stick;"Flash Drive Type-C (256 GB; USB C; USB 3.1)";20124955; CHF 23.67 ;1;; CHF 23.67 ;AJ;;;;;
24.05.2024;;USB Stick;"Flash Drive Type-C (128 GB; USB 3.1; USB C)";20498349; CHF 13.70 ;1;; CHF 13.70 ;AJ;;;;;
24.05.2024;;USB Stick;"Flash Drive Type-C (64 GB; USB C; USB 3.1)";20124954; CHF 8.23 ;1;; CHF 8.23 ;AJ;;;;;
24.05.2024;;USB Stick;"Ultra Dual Drive Luxe (1000 GB; USB 3.1; USB C; USB A)";13456246; CHF 81.30 ;1;; CHF 81.30 ;AJ;;;;;
24.05.2024;;USB Stick;"USB-Stick Rotate (128 GB; USB 3.0; USB A)";15800665; CHF 4.75 ;2;; CHF 9.50 ;AJ;;;;;
24.05.2024;;USB Stick;"Ultra Dual Drive (256 GB; USB 3.1; USB C; USB A)";6146667; CHF 19.90 ;1;; CHF 19.90 ;AJ;;;;;
24.05.2024;;USB Stick;"Fit Plus (256 GB; USB 3.1; USB A)";13424753; CHF 25.28 ;1;; CHF 25.28 ;AJ;;;;;
24.05.2024;;USB Stick;"iXpand Go (128 GB; USB A; Lightning; USB 3.0)";11848264; CHF 26.67 ;1;; CHF 26.67 ;AJ;;;;;
24.05.2024;;USB Stick;"iXpand Luxe (256 GB; Lightning; USB C; USB 3.1)";14375098; CHF 50.18 ;1;; CHF 50.18 ;AJ;;;;;
;;USB Stick;"Ultra Dual Drive Luxe (64 GB; USB C; USB A)";13084859; CHF 8.24 ;1;; CHF 8.24 ;AJ;;;;;
;;USB Stick;"Ultra Dual Drive Go (512 GB; USB C; USB A)";13199835; CHF 33.98 ;1;; CHF 33.98 ;AJ;;;;;
;;USB Stick;"Extreme PRO (256 GB; USB A)";6073356; CHF 37.51 ;1;; CHF 37.51 ;AJ;;;;;
;;USB Stick;"USB-Stick Rotate (256 GB; USB A; USB 3.0)";15802418; CHF 10.90 ;1;; CHF 10.90 ;AJ;;;;;
;;USB Stick;"iXpand Go (256 GB; USB A; Lightning)";12225295; CHF 40.63 ;1;; CHF 40.63 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Video Kabel;USB-C - HDMI;10152875; CHF 14.80 ;2;; CHF 29.59 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Video Kabel;USB-C - Displayport;6393373; CHF 13.26 ;2;; CHF 26.53 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Video Kabel;USB-C - Displayport 4K;6393364; CHF 14.86 ;2;; CHF 29.73 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Video Kabel;DisplayPort auf HDTV;10153925; CHF 7.56 ;2;; CHF 15.11 ;AJ;;;;;
24.05.2024;;Video Kabel;"HDMI – HDMI (15 m; HDMI)";15682031; CHF 10.60 ;1;; CHF 10.60 ;AJ;;;;;
24.05.2024;;Video Kabel;"HDMI-HDMI 2.1 (1 m; HDMI)";21719096; CHF 3.46 ;3;; CHF 10.38 ;AJ;;;;;
24.05.2024;;Video Kabel;"HDMI-HDMI 2.1 (2 m; HDMI)";21719896; CHF 4.44 ;3;; CHF 13.32 ;AJ;;;;;
24.05.2024;;Video Kabel;"HDMI-HDMI 2.0 (3 m; HDMI)";14594437; CHF 3.81 ;3;; CHF 11.43 ;AJ;;;;;
24.05.2024;;Video Kabel;"HDMI-HDMI 2.0 (5 m; HDMI)";14594438; CHF 4.65 ;2;; CHF 9.30 ;AJ;;;;;
24.05.2024;;Video Kabel;"HDMI-HDMI 2.0 (2 m; HDMI)";14594436; CHF 3.40 ;3;; CHF 10.20 ;AJ;;;;;
24.05.2024;;Video Kabel;"HDMI-HDMI 2.0 (1 m; HDMI)";14594435; CHF 2.90 ;3;; CHF 8.70 ;AJ;;;;;
;;Video Kabel;"DisplayPort – DisplayPort 1.4 (2 m; DisplayPort) ";24841506; CHF 1.74 ;2;; CHF 3.48 ;AJ;;;;;
;;Video Kabel;"DisplayPort – DisplayPort 1.4 (3 m; DisplayPort)";24841507; CHF 2.73 ;2;; CHF 5.46 ;AJ;;;;;
;;Video Kabel;"DisplayPort – DisplayPort 1.4 (1 m; DisplayPort)";24841555; CHF 1.49 ;2;; CHF 2.98 ;AJ;;;;;
;;Video Kabel;"DisplayPort - DisplayPort 1.2 (3 m; DisplayPort)";24841509; CHF 1.39 ;2;; CHF 2.78 ;AJ;;;;;
;;Video Kabel;"DisplayPort - DisplayPort 1.2 (1 m; DisplayPort)";24841556; CHF 0.97 ;2;; CHF 1.94 ;AJ;;;;;
;;Video Kabel;"HDMI-HDMI 2.1 (5 m; HDMI)";22979656; CHF 9.42 ;2;; CHF 18.84 ;AJ;;;;;
;;VR Brille;Quest 3 512 GB (512 GB);38631204; CHF 539.40 ;1;; CHF 539.40 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;VR Zubehör;Link Kabel;13804011; CHF 63.77 ;2;; CHF 127.54 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Wärmeleitpaste;Kryonaut;5614395; CHF 4.34 ;5;; CHF 21.69 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Webcam;C922 Pro Stream;5891314; CHF 79.08 ;1;; CHF 79.08 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Webcam;Brio 4K;6146448; CHF 121.37 ;1;; CHF 121.37 ;AJ;;;;;
;;Webcam;C270 (0.90 Mpx);5751463; CHF 12.13 ;1;; CHF 12.13 ;AJ;;;;;
24.05.2024;;Windeln;"Premium Protection (Gr. 4; 174 Stück; Monatsbox)";23688427; CHF 38.54 ;1;; CHF 38.54 ;AJ;;;;;
24.05.2024;;Windeln;"Premium Protection (Gr. 3; 204 Stück; Monatsbox)";23688426; CHF 38.11 ;1;; CHF 38.11 ;AJ;;;;;
24.05.2024;;Windeln;"Premium Protection (Gr. 1; 180 Stück; Halbmonatsbox)";23688424; CHF 28.58 ;1;; CHF 28.58 ;AJ;;;;;
24.05.2024;;Windeln;"Premium Protection (Gr. 2; 240 Stück; Monatsbox)";23688425; CHF 38.16 ;1;; CHF 38.16 ;AJ;;;;;
24.05.2024;;Windeln;"Premium Protection Pants (Gr. 4; 168 Stück; Monatsbox)";23688430; CHF 39.59 ;1;; CHF 39.59 ;AJ;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;; Total Stück ;1173;;;;;;;;
;;;;; Total Artikel ;864;;;;;;;;
;;;;; Total Einkkaufspreis pro Filiale ;" CHF 166;580.87 ";;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;; Total Einkaufspreis 2023 ;" CHF 226;531.85 ";;;;;;;;
